dim,delta_charge,delta_hydro,delta_moment,delta_length,property_driven_most
17,2.033333333333333,1.1804175597364455,0.9312410764568578,8.333333333333334,moment
12,4.1,2.1341187759608813,0.9280789445386478,13.000000000000002,charge
16,2.6,0.8292620281111331,0.5397800713936252,7.0,charge
9,2.6333333333333337,0.8021656611362494,0.7927008852150952,8.333333333333334,moment
6,3.6666666666666665,1.202626811594203,1.0865764400555316,13.333333333333334,moment
19,3.033333333333333,1.5581374643874644,0.8250607069411042,11.000000000000002,length
0,1.8666666666666667,0.8374057315233787,0.7650113516788524,6.0,moment
26,3.1999999999999997,1.3503237503237502,0.6171229472020836,10.0,charge
