dim,alpha,n_samples,mean_charge,std_charge,mean_hydro,std_hydro,mean_moment,std_moment,mean_length,std_length
0,-1.2626768350601196,3,1.7,0.496655480858378,0.6984979170333863,0.46036199187765603,1.6440466416314168,0.346513073499018,18.333333333333332,4.109609335312651
0,-0.9470076560974121,3,2.0,2.160246899469287,0.626236263736264,1.428302784510987,1.3955543080148054,0.2903800446090878,14.333333333333334,1.247219128924647
0,-0.6313384175300598,3,1.4000000000000001,0.43204937989385733,0.9782995951417005,0.3990641633936217,1.6365722990753568,0.23728645804582574,17.333333333333332,3.0912061651652345
0,-0.3156692087650299,3,1.0333333333333334,0.047140452079103216,1.1220211161387634,0.6078401805391638,1.6826731063780394,0.1766551722376704,14.333333333333334,1.8856180831641267
0,0.0,3,2.3666666666666667,2.017148702720969,0.31987179487179485,0.6997117139059855,1.5833632065469694,0.23411304675796665,17.0,6.377042156569663
0,0.3156692087650299,3,2.533333333333333,1.2762793146051095,0.6259919028340081,0.8671055735633795,1.3517402645277226,0.593270948966898,19.0,4.898979485566356
0,0.6313384175300598,3,0.7666666666666666,1.6048537489614296,0.4514504014504015,0.21461206485858553,1.7744674455448652,0.4789356614593017,17.666666666666668,3.681787005729087
0,0.9470076560974121,3,0.6666666666666666,0.9428090415820634,1.0076923076923077,0.21757131728816845,1.9944113146870126,0.14046186365799385,13.0,0.0
0,1.2626768350601196,3,1.0,0.816496580927726,0.28461538461538466,0.25146513476811216,2.116751616206575,0.13149882959850698,13.0,0.0
26,-1.2607499361038208,3,3.6666666666666665,2.3570226039551585,0.0890109890109889,0.6107603598826968,1.5156797538941593,0.21018536733673573,17.666666666666668,5.90668171555645
26,-0.945562481880188,3,1.3666666666666665,1.239175353029407,0.8310515873015875,0.5867900664139402,1.6145107964930199,0.2653839186628947,17.333333333333332,2.6246692913372702
26,-0.6303749680519104,3,1.0666666666666667,0.09428090415820642,1.1059829059829058,0.5342748647378583,1.7227521635205623,0.1680668170984928,14.666666666666666,2.357022603955158
26,-0.3151874840259552,3,1.3666666666666665,0.5185449728701349,0.43589743589743596,1.1485576811275326,1.7688177774315073,0.1403774805956379,13.0,0.0
26,0.0,3,1.0,0.0,0.8632478632478634,0.6808809550935696,1.5847816625919886,0.3599154021220456,16.333333333333332,5.436502143433364
26,0.3151874840259552,3,3.033333333333333,1.5923427883328247,0.07389971139971137,0.7624346095398086,1.553370792414689,0.2212547797854843,16.333333333333332,5.557777333511022
26,0.6303749680519104,3,1.6666666666666667,1.699673171197595,0.9392307692307692,0.28808899019606654,1.733314541825156,0.3267826632571561,15.333333333333334,3.2998316455372216
26,0.945562481880188,3,1.3333333333333333,0.4714045207910317,1.0351971557853912,0.689665597402923,1.8664401218468065,0.07921624908137916,14.666666666666666,1.699673171197595
26,1.2607499361038208,3,0.46666666666666673,0.5185449728701349,-0.24434084434084435,0.464246779791276,1.249317174644723,0.5670196358364666,23.0,15.57776192739723
