label,magnitude,n_pos,n_neg,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
is_anti_gram_positive,0.18200348317623138,3265,1350,-0.018585029989480972,0.044546306133270264,-0.017412997782230377,-0.027845438569784164,0.006196634843945503,-0.007222196087241173,0.03067389316856861,-0.028950028121471405,-0.017167143523693085,-0.05118729546666145,0.022264648228883743,-0.013453718274831772,-0.07582709193229675,0.012445084750652313,0.04514186829328537,-0.05945473164319992,0.04032646119594574,-0.04430447518825531,0.019577397033572197,-0.02604149468243122,0.03468197211623192,0.023149291053414345,0.012277478352189064,-0.016663474962115288,-0.04701969772577286,-0.03461838141083717,-0.014046117663383484,-0.019528351724147797,0.002914309734478593,0.010758006013929844,0.04239960014820099,0.007137484848499298
is_anti_gram_negative,0.19569651782512665,3429,1186,-0.010790776461362839,0.02102210372686386,-0.0218321792781353,-0.030018506571650505,-0.009616155177354813,-0.00028343871235847473,-0.011043306440114975,-0.03712018206715584,0.03767082467675209,-0.0038466546684503555,0.023035449907183647,-0.01546243205666542,0.009185884147882462,-0.06817038357257843,-0.05062577873468399,0.009975507855415344,0.05615667253732681,-0.020088132470846176,-0.01882222853600979,-0.01798371598124504,0.024475863203406334,0.018864447250962257,-0.05830826982855797,-0.011828631162643433,-0.04088092967867851,-0.0038986215367913246,0.03209060803055763,-0.0216891597956419,-0.0436955951154232,0.0672573447227478,-0.04968179389834404,0.06598183512687683
is_antifungal,0.07718339562416077,1389,3226,-0.007807798683643341,0.013158546760678291,0.01658913493156433,-0.0040792301297187805,0.010511970147490501,0.008303608745336533,-0.01126578263938427,-0.009890803135931492,0.021987754851579666,-0.01360180601477623,-0.007493280805647373,-0.0037514232099056244,0.02169637382030487,-0.015670886263251305,-0.01753842458128929,0.019098946824669838,-0.005043123383074999,-0.009411554783582687,0.012847397476434708,-0.010363219305872917,-8.256733417510986e-05,0.0019919313490390778,-0.005829945206642151,-0.012248476967215538,-0.012178771197795868,0.01469125784933567,-0.009720239788293839,-0.001451004296541214,-0.0013683203142136335,0.0007047336548566818,-0.03291843459010124,0.027902964502573013
is_antiviral,0.2306845486164093,196,4419,-0.014700034633278847,0.05144664645195007,0.008650505915284157,-0.02313293144106865,-0.021150503307580948,0.042576372623443604,0.04301518574357033,-0.06131931394338608,-0.10039203613996506,-0.04520978406071663,0.04059795290231705,0.04216236248612404,0.04817498102784157,0.0014451961033046246,0.006546574644744396,0.040878813713788986,-0.05662015825510025,-0.05484528839588165,0.05786287039518356,0.019018709659576416,-0.01641719602048397,-0.026583610102534294,-0.006295355968177319,-0.057247668504714966,-0.018486671149730682,0.01941096782684326,-0.03560036048293114,-0.04446542635560036,-0.009182846173644066,-0.060329802334308624,0.018321890383958817,-0.0068761855363845825
is_antiparasitic,0.2663012146949768,267,4348,-0.01650017499923706,-0.0006938222795724869,-0.06013303995132446,-0.01634705811738968,0.05748757719993591,-0.025707099586725235,0.06601885706186295,-0.011549693532288074,0.03337991237640381,-0.012566225603222847,0.021553225815296173,-0.0677121952176094,-0.10524716228246689,-0.08947884291410446,0.0422365702688694,-0.013147089630365372,0.08633679896593094,-0.05389951169490814,-0.051066722720861435,-0.03434881195425987,0.01373511552810669,-0.01079039741307497,-0.022892316803336143,-0.04211074113845825,0.04224224016070366,0.03172975033521652,-0.02985726296901703,-0.018217481672763824,-0.02742898091673851,0.07788805663585663,0.048263441771268845,-0.032076917588710785
is_anticancer,0.18893736600875854,261,4354,-0.033741544932127,0.03579588979482651,0.017252305522561073,0.009732339531183243,-0.032727353274822235,0.06170128285884857,0.019356023520231247,-0.041886165738105774,-0.006420156452804804,-0.0045333681628108025,0.01673181727528572,-0.055020373314619064,0.011859644204378128,-0.06978477537631989,-0.02157493121922016,0.03203018754720688,0.019673477858304977,-0.06505914777517319,-0.012799154967069626,-0.07233724743127823,0.0026174895465373993,0.00018754787743091583,0.019648969173431396,-0.02630271017551422,0.006336248014122248,0.04383014515042305,-0.041979022324085236,-0.011599313467741013,-0.022924449294805527,0.018186934292316437,-0.013705477118492126,-0.0019418224692344666
